교수님 너무 천사시고 절대평가라서 무리없이 성적 받아갈 수 있고 초급독일어회화 들으신 분들께 추천합니다
정말 좋은 수업입니다 교수님이 너무 친절하시고 수업만 잘 따라오면 시험도 괜찮아요
