인공지능에 대해 더 깊이 알 수 있었고, 강의도 무난합니다	인공지능에 대한 여러 이슈들을 쉽게 접할 수 있음. 교수님도 좋으시고, 책 읽고 발제문 작성하기랑 팀플이 있지만 성적을 후하게 주시기 때문에 괜찮다고 생각함	어렵지 않고 인공지능에 대한 교수님 이야기 들으면 시간 잘 갔다 교수님께서 학생들 잘 챙겨주심 icpbl이었어서 팀플있었는데 조원 잘못 걸리면 헬임 대신 성적은 정말 너그럽게 주셨다	무난함
교수님도 착하심
학점 잘줌
책읽고 발제문 작성하는게 시간이 좀 걸리기 하는데 투자노력 대비 학점 생각해보면 크게 나쁘진 않다 생각함
